N,P,K,temperature,humidity,ph,rainfall,label,Medicine,Medicine_Use
13.41898124,113.2916071,99.79872292,20.82731013,65.15533345,3.76759441,142.7408464,grapes,Copper Fungicide,treats bacterial and fungal diseases.
109.9447546,64.27061589,94.5240017,20.82996073,30.42056971,6.440500245,227.4164776,coffee,Systemic Fungicide,Fungicide controls Coffee Leaf Rust.
50.35531657,144.3629432,168.2043224,20.84234855,80.78068431,9.209328632,133.6382061,grapes,Copper Fungicide,treats bacterial and fungal diseases.
45.0294047,101.9859443,12.15750876,20.86317847,34.79174932,5.531877203,130.7865517,pigeonpeas,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
13,30,37,20.86474944,91.61793636,6.277148771,106.8685636,pomegranate,Copper Fungicide,Copper-based bactericide/fungicide treats blight and scab.
116.4781985,37.27555881,134.3351559,20.86765079,38.01983124,7.710069566,129.7678644,coffee,Systemic Fungicide,Fungicide controls Coffee Leaf Rust.
138.474939,43.93711998,175.223734,20.86940589,69.22206173,7.895481107,155.0056673,coffee,Systemic Fungicide,Fungicide controls Coffee Leaf Rust.
17.12291049,79.36910366,123.0626064,20.86990564,43.11837022,3.771929294,198.7518753,pigeonpeas,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
135.6101107,96.31767697,179.6322789,20.87133764,62.28857775,8.764670203,290.4354951,banana,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
101.3489836,22.90110711,75.2849681,20.87591298,82.09997456,9.213400305,64.8098293,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
89.53848795,35.78566358,199.9106406,20.87768413,57.66892408,4.181245743,217.9511455,coffee,Systemic Fungicide,Fungicide controls Coffee Leaf Rust.
107.1519711,140.4346405,90.97809137,20.8782856,60.65010434,7.293154947,40.16299772,watermelon,Bio-Pesticide (Neem Oil),controls pests and powdery mildew.
18,5,11,20.87947369,90.93756231,6.251586885,102.4550786,orange,Copper Fungicide,treats bacterial and fungal diseases.
90,42,43,20.87974371,82.00274423,6.502985292,202.9355362,rice,Fungicide (Azoxystrobin),"broad-spectrum fungicide controls rusts, blights, and leaf spots."
112.8251462,128.7746946,131.1016162,20.88566603,87.87241744,6.417039526,36.21001583,watermelon,Bio-Pesticide (Neem Oil),controls pests and powdery mildew.
130.7363237,106.2219201,61.90015335,20.88667796,56.57877349,9.631284442,78.71927569,banana,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
31,70,77,20.88818675,14.32313811,6.492546046,90.46228334,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
28.80664976,85.62698988,178.5311152,20.89141931,38.19985658,3.943558201,230.7153461,pigeonpeas,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
40,30,35,20.89273273,91.07776977,6.269663963,104.4407083,pomegranate,Copper Fungicide,Copper-based bactericide/fungicide treats blight and scab.
32,70,20,20.89342749,46.24856523,6.208843215,195.5697875,pigeonpeas,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
18.56540176,58.74693917,79.35378264,20.89419538,23.64559617,8.710870878,183.270361,pigeonpeas,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
119.0420409,33.61404297,120.9999207,20.90227935,69.38034359,7.004643993,68.41549573,coffee,Systemic Fungicide,Fungicide controls Coffee Leaf Rust.
127.9238255,104.5011563,53.08480705,20.90693222,61.67220075,5.186763748,158.0887138,banana,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
86.58935439,140.5992273,46.3683349,20.91069112,94.38851658,8.09745554,156.4414892,papaya,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
47.04811176,83.94948392,102.8177139,20.92034613,97.03850503,7.065001529,156.580299,coconut,Systemic Fungicide (Tridemorph),Fungicide for Phytophthora controls Mahali disease.
95.3812338,121.0231779,114.7155395,20.92051954,73.42197254,8.433117731,216.0793027,grapes,Copper Fungicide,treats bacterial and fungal diseases.
37,66,85,20.93175255,18.91295403,6.456148474,78.06910795,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
25.71332913,138.0392551,96.86206793,20.93300221,67.20448812,8.196178006,147.3523344,grapes,Copper Fungicide,treats bacterial and fungal diseases.
27,63,19,20.93409877,21.1893007,5.562201934,133.1914419,kidneybeans,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
23,30,44,20.93892916,85.42912869,6.12476108,103.0295938,pomegranate,Copper Fungicide,Copper-based bactericide/fungicide treats blight and scab.
125.3103435,122.8033921,175.3863268,20.94814709,70.57937864,6.047357101,170.6374422,grapes,Copper Fungicide,treats bacterial and fungal diseases.
40.84272017,7.288964194,161.1396229,20.948986,66.13108269,6.110182628,115.5031428,coffee,Systemic Fungicide,Fungicide controls Coffee Leaf Rust.
103.1283565,58.42411651,170.9525636,20.94918465,52.8329645,9.601860603,199.3292587,coffee,Systemic Fungicide,Fungicide controls Coffee Leaf Rust.
40,61,22,20.94981756,65.8108757,7.002216044,44.23913012,lentil,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
14,69,19,20.95628486,63.68128841,7.239455147,52.39881209,lentil,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
132.4414329,92.80009361,163.8930356,20.95827355,33.13416242,7.721068019,270.1505629,banana,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
23.53330841,88.83734811,77.08092514,20.96224888,57.60955857,9.880612107,35.79275299,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
120.9606641,39.12499191,34.72250357,20.96244366,99.31345888,8.902391797,129.6258689,papaya,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
74.75519265,142.997222,100.8149811,20.96682816,65.22426734,6.096994504,117.2016207,grapes,Copper Fungicide,treats bacterial and fungal diseases.
85.20570999,19.95519124,149.4500628,20.96743536,75.02477372,4.58934239,179.5714227,jute,Biological Insecticide,Bt (Bacillus thuringiensis) controls chewing caterpillars.
53.89913955,11.96617342,89.16003185,20.96855938,77.91555397,3.673102737,291.0891898,mothbeans,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
34,73,15,20.97195263,63.83179889,7.630424083,53.10207889,lentil,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
63.98498884,62.88307401,50.18409327,20.97444788,23.69348358,9.165030098,246.490736,kidneybeans,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
95.4046467,47.40543707,159.063597,20.98463138,94.19273074,7.634235718,139.9930993,apple,Copper Fungicide,treats bacterial and fungal diseases.
58,66,79,20.99373558,19.33470387,8.718192847,93.55280105,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
50,56,76,20.99502153,19.8601304,7.966605025,73.50734019,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
36.53083393,66.06203969,134.6400752,20.99779315,64.65405008,6.914182444,236.6181932,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
87.45879275,30.94793042,48.04073909,20.99960587,77.98201535,8.895590633,259.0830692,rice,Fungicide (Azoxystrobin),"broad-spectrum fungicide controls rusts, bligh..."
32.53623004,142.8014903,113.3443054,21.01123654,20.18651785,5.371698321,52.39138513,grapes,Copper Fungicide,treats bacterial and fungal diseases.
91.03782417,51.04596377,151.1676986,21.01139682,77.21548201,6.555040093,49.43260473,watermelon,Bio-Pesticide (Neem Oil),controls pests and powdery mildew.
23,55,16,21.01142393,69.69141302,5.111488821,185.2039114,pigeonpeas,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
9,141,202,21.01245395,81.17931863,6.119495295,66.38448261,grapes,Copper Fungicide,treats bacterial and fungal diseases.
112.781385,130.4104171,51.64723165,21.01364597,92.04006288,7.391643677,203.0717315,papaya,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
106.0587008,136.2580625,24.60782863,21.01679171,56.59903359,7.96684633,81.03879356,cotton,Biological Insecticide,Bt (Bacillus thuringiensis) controls chewing insect pests.
60,43,44,21.01944696,82.95221726,7.416245107,298.4018471,rice,Fungicide (Azoxystrobin),"broad-spectrum fungicide controls rusts, blights, and leaf spots."
17,64,17,21.02213209,24.93896255,5.662699104,124.6118471,kidneybeans,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
5,29,44,21.02432943,93.0569505,5.578095745,104.7847006,pomegranate,Copper Fungicide,Copper-based bactericide/fungicide treats blight and scab.
52.39670565,53.06391328,119.0901336,21.02620566,87.36813172,7.064243491,116.6603904,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
33,14,8,21.03200078,92.9641969,7.684420446,110.6823944,orange,Copper Fungicide,treats bacterial and fungal diseases.
127.0772716,137.5995921,70.41978045,21.03438218,69.94399709,9.000832884,271.2976723,coffee,Systemic Fungicide,Fungicide controls Coffee Leaf Rust.
55.69275382,85.07301347,161.3724235,21.03483837,70.94749508,7.39735456,65.04913233,blackgram,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
33,134,205,21.0365275,94.33919546,6.08551916,114.7412734,apple,Copper Fungicide,treats bacterial and fungal diseases.
98.34723075,55.29174382,89.16117697,21.04495213,94.81260605,6.75864528,209.6887032,papaya,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
2.379151791,106.956305,138.3618539,21.04875573,23.14144119,3.739835593,84.55822508,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
83,41,43,21.0525355,82.67839517,6.254028451,233.1075816,rice,Fungicide (Azoxystrobin),"broad-spectrum fungicide controls rusts, blights, and leaf spots."
64.80221444,101.9482779,82.92293768,21.05548104,70.29232324,4.09426656,159.430805,jute,Biological Insecticide,Bt (Bacillus thuringiensis) controls chewing caterpillars.
120.0050618,117.235151,123.8791758,21.05573022,83.16787299,6.069320617,112.9289238,grapes,Copper Fungicide,treats bacterial and fungal diseases.
50.13362584,125.2414322,168.3234262,21.05797425,78.97178837,5.407538584,23.61384492,muskmelon,Bio-Pesticide (Neem Oil),controls pests and powdery mildew.
1.51273291,118.5537527,184.2429548,21.06048926,14.25919163,3.633611821,228.2769387,grapes,Copper Fungicide,treats bacterial and fungal diseases.
10,79,18,21.0643684,55.46985938,5.624731338,184.6226709,pigeonpeas,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
2.916181304,8.896118316,176.0053712,21.0649526,68.7139942,3.541691187,140.7503647,mothbeans,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
29.62589409,76.73408124,166.1183187,21.0691984,75.14385193,4.959331646,243.8858245,pigeonpeas,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
35,128,205,21.07273439,93.56585985,6.041053829,107.8737015,apple,Copper Fungicide,treats bacterial and fungal diseases.
135.1458362,16.10860238,54.85022848,21.076316,36.14118595,9.520251602,110.6171705,coffee,Systemic Fungicide,Fungicide controls Coffee Leaf Rust.
90.36679584,117.1156337,125.4113477,21.08556867,30.2774465,4.404698316,285.5261547,grapes,Copper Fungicide,treats bacterial and fungal diseases.
86.70380012,135.2611391,182.6338829,21.08625308,79.41740882,7.890412433,233.1098784,grapes,Copper Fungicide,treats bacterial and fungal diseases.
27.74072351,124.2868556,25.68122236,21.08983972,27.4411124,3.756642547,64.95962659,kidneybeans,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
5.890275158,74.53379762,175.6279104,21.09970152,21.41068808,5.982668139,154.4317556,pigeonpeas,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
1.194470718,52.40165496,114.3328734,21.10668106,81.38707994,7.448526467,273.7513799,rice,Fungicide (Azoxystrobin),"broad-spectrum fungicide controls rusts, bligh..."
9.300302378,64.01868066,128.8451155,21.10928177,37.19764159,8.77848294,123.8510231,pigeonpeas,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
126.9170076,106.0547467,123.2006744,21.1107009,75.88956486,6.333065759,296.5864648,banana,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
113.6916005,38.05030286,150.2008734,21.11367111,73.12680819,6.388222685,36.49218376,watermelon,Bio-Pesticide (Neem Oil),controls pests and powdery mildew.
6,144,198,21.11478672,90.31528693,5.559363609,104.5086618,apple,Copper Fungicide,treats bacterial and fungal diseases.
39,140,203,21.11903604,80.63399198,6.349875906,69.27779761,grapes,Copper Fungicide,treats bacterial and fungal diseases.
23.90228674,60.24410073,82.69589004,21.12141059,89.81673855,9.042081706,276.3388804,rice,Fungicide (Azoxystrobin),"broad-spectrum fungicide controls rusts, bligh..."
9,137,200,21.12152071,90.6878768,5.636687393,102.8017203,apple,Copper Fungicide,treats bacterial and fungal diseases.
68.09483399,13.97496768,181.5389668,21.1219828,46.00403592,6.389837947,225.3954006,coffee,Systemic Fungicide,Fungicide controls Coffee Leaf Rust.
13.04670112,14.96763648,199.5858148,21.12540952,35.3686432,7.544974322,277.1792238,mango,Spinosad Bait Spray,Fruit fly bait/lure attracts and kills adult f...
40,79,17,21.12695586,63.18738532,6.403683619,38.71834464,lentil,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
33,143,204,21.1316077,91.95769858,5.814434775,122.5391946,apple,Copper Fungicide,treats bacterial and fungal diseases.
135.271985,132.424759,132.8691228,21.13445381,85.3107274,3.75788417,215.8132046,rice,Fungicide (Azoxystrobin),"broad-spectrum fungicide controls rusts, bligh..."
23.01220341,83.59484034,99.88977931,21.1393059,42.65239051,7.257474147,75.21575533,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
62.91999987,73.343086,86.05009763,21.13986182,66.51827551,8.610787398,120.5618949,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
11,71,24,21.14011423,22.7182355,5.606620346,141.6056722,kidneybeans,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
99,54,37,21.14347496,80.33502926,5.594819626,198.6730942,rice,Fungicide (Azoxystrobin),"broad-spectrum fungicide controls rusts, blights, and leaf spots."
21.40528544,143.9574309,196.515221,21.14398952,55.48662867,5.85489162,146.4051397,grapes,Copper Fungicide,treats bacterial and fungal diseases.
116.0468968,62.24682458,14.49211151,21.14933385,72.41350108,6.241661179,186.9324089,cotton,Biological Insecticide,Bt (Bacillus thuringiensis) controls chewing insect pests.
98.92552371,61.8552082,129.7856404,21.15241792,63.09978942,7.51324347,280.804128,coffee,Systemic Fungicide,Fungicide controls Coffee Leaf Rust.
38.47819212,121.4516844,184.0637033,21.15314417,97.5747893,5.099375022,109.9653973,apple,Copper Fungicide,treats bacterial and fungal diseases.
35,142,203,21.17089176,90.23730166,5.895319002,123.6495149,apple,Copper Fungicide,treats bacterial and fungal diseases.
133.1703229,78.56322142,198.7525962,21.17187202,87.50767325,7.199163337,286.0264792,apple,Copper Fungicide,treats bacterial and fungal diseases.
78.14009543,119.1564286,138.1942833,21.17534762,39.57526404,8.339324101,136.6815405,grapes,Copper Fungicide,treats bacterial and fungal diseases.
28.44152726,112.6792173,83.64090778,21.17742583,43.00895773,5.147845683,40.31206281,lentil,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
8,120,201,21.18667419,91.13435689,6.321152192,122.233323,apple,Copper Fungicide,treats bacterial and fungal diseases.
37.93842102,89.60679702,86.86389696,21.18678421,20.64456529,7.992539203,208.0435192,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
10,55,23,21.18853178,19.63438599,5.728233081,137.1948633,kidneybeans,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
39,138,203,21.19339319,82.33098331,6.399433771,74.62834921,grapes,Copper Fungicide,treats bacterial and fungal diseases.
137.9401958,106.2672576,186.2879209,21.19443205,43.0541427,4.594512228,130.7220161,banana,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
119.2878313,93.49955536,77.58051948,21.1972025,86.83028878,9.570659658,62.23641715,banana,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
10,136,204,21.19852186,92.15595143,6.276198595,105.8554351,apple,Copper Fungicide,treats bacterial and fungal diseases.
35,138,200,21.19909519,90.80819418,5.67130617,103.6838922,apple,Copper Fungicide,treats bacterial and fungal diseases.
98.06810625,49.44455537,181.0894117,21.20109939,16.67192431,3.757190348,228.3191983,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
89.31905527,102.0376096,110.0707261,21.20361007,16.56243158,9.75997806,168.2731781,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
23,5,44,21.20725375,94.26304717,7.16300467,107.5660804,pomegranate,Copper Fungicide,Copper-based bactericide/fungicide treats blight and scab.
134.0076653,63.05493559,149.6772368,21.20774782,40.86281561,7.025362704,66.43207874,maize,Fungicide (Azoxystrobin),"broad-spectrum fungicide controls rusts, blights, and leaf spots."
25.55343316,89.95676951,26.88627459,21.20960348,98.17067601,7.680889963,259.8980123,coconut,Systemic Fungicide (Tridemorph),Fungicide for Phytophthora controls Mahali disease.
96.62686308,51.57571644,120.8472595,21.21009674,55.99232103,5.832826233,260.7994997,coffee,Systemic Fungicide,Fungicide controls Coffee Leaf Rust.
117.5673097,87.36775649,145.5968072,21.21139745,89.19701447,7.861603349,206.9566262,banana,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
2.423990401,127.1563114,120.0753035,21.21177504,58.8540591,6.495826747,31.42608903,grapes,Copper Fungicide,treats bacterial and fungal diseases.
10,5,5,21.21306973,91.35349216,7.817846496,112.9834361,orange,Copper Fungicide,treats bacterial and fungal diseases.
22.77291506,73.9718822,160.0541501,21.21700885,30.6422344,9.52364038,262.1409942,pigeonpeas,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
112.6663949,140.7676042,101.482362,21.218389,20.06016425,9.853329749,108.6137849,grapes,Copper Fungicide,treats bacterial and fungal diseases.
111.345343,92.37351942,107.0165908,21.22065495,16.31564926,6.239209994,22.78267074,muskmelon,Bio-Pesticide (Neem Oil),controls pests and powdery mildew.
0,145,205,21.22503442,90.09877774,5.52078314,113.9760462,apple,Copper Fungicide,treats bacterial and fungal diseases.
0.2793654904,99.00652586,151.3258111,21.22655297,21.47240946,7.844883586,42.49192339,lentil,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
27.02631386,42.79798038,6.338574241,21.22839135,64.20664804,7.190487413,234.7947582,orange,Copper Fungicide,treats bacterial and fungal diseases.
139.2569946,68.91525571,83.11006288,21.23167161,97.84783218,5.574291155,61.42929133,papaya,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
128.4636436,98.18317432,83.97130044,21.23533755,65.95548178,6.581837083,195.1491983,banana,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
97.22241152,80.96447159,56.82060245,21.23721654,42.78457074,4.094048544,90.80603043,banana,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
13,17,45,21.25433607,92.65058936,7.159520979,106.2784673,pomegranate,Copper Fungicide,Copper-based bactericide/fungicide treats blight and scab.
26.55736939,80.26606215,71.38573739,21.2576124,89.6811536,5.843705222,268.6838213,rice,Fungicide (Azoxystrobin),"broad-spectrum fungicide controls rusts, bligh..."
32,141,203,21.25941052,92.84416234,5.821347769,109.0658471,apple,Copper Fungicide,treats bacterial and fungal diseases.
36.72434144,56.8861924,102.5455043,21.2629575,41.84458922,5.16763753,267.4469974,pigeonpeas,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
126.7245567,49.44353986,204.5960783,21.26968358,36.48644155,8.813728141,87.59331964,maize,Fungicide (Azoxystrobin),"broad-spectrum fungicide controls rusts, blights, and leaf spots."
104.3793946,44.0772716,42.60478455,21.27305505,50.84596626,8.041997579,227.8920734,coffee,Systemic Fungicide,Fungicide controls Coffee Leaf Rust.
50.86578916,71.30634087,152.7152465,21.27855424,17.48791535,7.532153952,191.2838128,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
13.72211084,48.71600808,189.8049985,21.28050979,17.59817319,6.347167226,143.2075885,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
20.74361493,141.2621601,197.5678157,21.2819294,37.07399299,3.604895489,199.8638993,grapes,Copper Fungicide,treats bacterial and fungal diseases.
123.9928878,116.6020187,128.0038386,21.30124886,30.10840906,5.8334302,213.1605874,grapes,Copper Fungicide,treats bacterial and fungal diseases.
9.068728353,64.23810909,60.07366172,21.30403444,69.83898926,9.014294656,76.81321816,jute,Biological Insecticide,Bt (Bacillus thuringiensis) controls chewing caterpillars.
41.72050633,120.8708274,46.40863528,21.30510632,27.59208833,6.379149652,284.0804659,kidneybeans,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
26.46012986,63.85992688,176.8256674,21.31726239,20.94036293,7.506280307,39.22454102,lentil,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
2,78,23,21.31852148,66.43934593,7.320514721,45.42616802,lentil,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
43.25514107,116.8644967,61.09721948,21.32253118,75.5428084,9.284140474,53.91174705,lentil,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
78,43,42,21.32376327,83.00320459,7.283736617,192.3197536,rice,Fungicide (Azoxystrobin),"broad-spectrum fungicide controls rusts, blights, and leaf spots."
89,45,36,21.32504158,80.47476396,6.442475375,185.4974732,rice,Fungicide (Azoxystrobin),"broad-spectrum fungicide controls rusts, blights, and leaf spots."
69,120,174,21.32531,33.407837,8.924984,98.549709,grapes,Copper Fungicide,treats bacterial and fungal diseases.
94.81308985,87.94404268,166.8167865,21.32599109,27.62465168,3.930922217,208.0101997,banana,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
5,65,16,21.32776028,18.48522915,5.866744372,109.1013261,kidneybeans,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
109.7269816,92.88193511,58.87223879,21.33235667,23.23880119,4.632846799,216.4038883,kidneybeans,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
100.2512437,29.19669927,183.9498332,21.33419136,41.06104287,5.112621267,36.46287039,watermelon,Bio-Pesticide (Neem Oil),controls pests and powdery mildew.
102.3883709,132.5618556,119.4150158,21.33530568,41.02257244,4.272646863,59.04392347,watermelon,Bio-Pesticide (Neem Oil),controls pests and powdery mildew.
87.34576834,91.99785878,158.3664554,21.34603394,38.46869585,6.827849319,111.8913741,banana,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
48.18448635,143.7311041,188.1577969,21.34794817,65.30635756,3.820127145,45.67683986,grapes,Copper Fungicide,treats bacterial and fungal diseases.
63.51462568,113.4046506,155.3820895,21.34840604,90.47464078,5.499175457,74.7873731,apple,Copper Fungicide,treats bacterial and fungal diseases.
112.9476168,84.64489517,14.54063173,21.3497445,22.62559763,4.160784613,201.9614204,kidneybeans,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
40,17,15,21.35093384,90.9492967,7.871063004,107.0862095,orange,Copper Fungicide,treats bacterial and fungal diseases.
14,59,15,21.35135729,22.91244883,5.779090476,146.4548645,kidneybeans,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
39,78,15,21.35499456,62.60136323,5.925391795,41.78219834,lentil,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
132.4999743,105.3923964,77.98329279,21.35607521,96.1461505,7.570903481,79.56153077,banana,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
74.49994568,86.15659162,129.092293,21.35879247,15.60525323,5.69595266,274.5143036,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
11,74,17,21.36383757,69.92375891,6.633864582,46.6352865,lentil,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
121.4701314,141.6044012,33.31786393,21.37634783,59.47983589,4.462062856,119.7083253,coffee,Systemic Fungicide,Fungicide controls Coffee Leaf Rust.
31.00065741,85.97131514,147.5897275,21.37756262,44.03041661,4.83293765,158.2013089,pigeonpeas,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
12.13273717,76.82003138,117.3350433,21.37775892,92.36800931,4.037056968,155.8631819,papaya,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
30,122,197,21.37784654,92.72043743,5.573241391,106.1417017,apple,Copper Fungicide,treats bacterial and fungal diseases.
120.0931907,70.66305763,153.5714877,21.38249086,47.58557652,7.539507187,86.08607995,banana,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
88.99238388,28.39611757,145.9817263,21.38632687,14.62476177,8.428136859,254.1517969,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
98.60977009,103.9956394,12.93707676,21.38700784,37.39866889,7.071660419,43.07648239,maize,Fungicide (Azoxystrobin),"broad-spectrum fungicide controls rusts, blights, and leaf spots."
43.18725214,49.09564369,158.1864557,21.39331658,26.10340878,6.127870245,185.3910962,jute,Biological Insecticide,Bt (Bacillus thuringiensis) controls chewing caterpillars.
60,55,45,21.40865769,83.3293191,5.935745417,287.5766935,rice,Fungicide (Azoxystrobin),"broad-spectrum fungicide controls rusts, blights, and leaf spots."
26,126,195,21.41363812,92.99124545,5.878568981,118.3979065,apple,Copper Fungicide,treats bacterial and fungal diseases.
44.45920944,41.34565503,121.5200235,21.41422162,64.1164471,4.190419992,79.04419923,mothbeans,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
59.12700979,53.2622449,9.386934578,21.41812631,36.59183744,6.110535639,216.9793721,orange,Copper Fungicide,treats bacterial and fungal diseases.
125.0931267,91.78421841,188.3528028,21.41873922,24.61946534,4.235736992,200.8657294,banana,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
5,144,205,21.42177231,92.62665309,6.184922574,102.8045658,apple,Copper Fungicide,treats bacterial and fungal diseases.
2.080553546,21.3579192,138.3555563,21.42191632,89.57219536,5.346123234,124.7890174,pomegranate,Copper Fungicide,Copper-based bactericide/fungicide treats blig...
64.90217561,62.69069782,57.48352727,21.42263919,47.37364367,4.196264442,167.3785012,jute,Biological Insecticide,Bt (Bacillus thuringiensis) controls chewing caterpillars.
22.0300954,29.38209439,41.55043569,21.42305876,49.57859338,4.391171235,30.69126061,mothbeans,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
22,79,17,21.42451099,20.39659714,5.912289889,116.5206923,kidneybeans,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
87,35,25,21.44526922,63.1621551,6.178056304,65.88951188,maize,Fungicide (Azoxystrobin),"broad-spectrum fungicide controls rusts, blights, and leaf spots."
100.6815367,95.00624762,128.1557564,21.44629271,36.97610797,8.600120328,198.5864704,banana,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
73,57,41,21.44653958,84.94375962,5.824709117,272.2017204,rice,Fungicide (Azoxystrobin),"broad-spectrum fungicide controls rusts, blights, and leaf spots."
130.7766443,49.70714045,150.1288231,21.4471847,30.46748682,5.464775174,129.0858844,coffee,Systemic Fungicide,Fungicide controls Coffee Leaf Rust.
27,120,200,21.45278675,90.74531921,6.110218826,116.7036582,apple,Copper Fungicide,treats bacterial and fungal diseases.
113.1470056,105.7737763,82.45266665,21.45715471,35.96524512,5.974130794,241.6066245,banana,Bio-Pesticide (Neem Oil),Neem oil controls pests and powdery mildew.
104.2568236,114.202806,17.51300505,21.45828889,27.89986186,5.083881518,256.6897024,coffee,Systemic Fungicide,Fungicide controls Coffee Leaf Rust.
5.540744281,34.67158048,166.3580751,21.46155725,50.48121346,4.703689168,186.7155,mango,Spinosad Bait Spray,Fruit fly bait/lure attracts and kills adult f...
44.79611097,65.18879073,83.45074246,21.46373868,76.45749093,6.92004882,60.23355388,chickpea,Foliar Fungicide (Mancozeb),prevents leaf spots and blights.
96.8184773,26.46954317,22.57120304,21.46470108,88.99668503,3.91343722,216.5410539,rice,Fungicide (Azoxystrobin),"broad-spectrum fungicide controls rusts, bligh..."
